TIME,MIN,MAX,OTHER
20140801 004343213,0.929220,0.929420,0
20140801 004358963,0.929230,0.929430,0
20140801 004359213,0.929250,0.929450,0
20140801 004359463,0.929260,0.929460,0
20140801 004359713,0.929250,0.929450,0
20140801 004359963,0.929260,0.929460,0
20140801 004439713,0.929250,0.929450,0
20140801 004459963,0.929260,0.929460,0
20140801 004544213,0.929250,0.929450,0
20140801 004546713,0.929260,0.929460,0
20140801 004547713,0.929250,0.929450,0
20140801 004549463,0.929260,0.929460,0
20140801 004556463,0.929250,0.929450,0
20140801 004604713,0.929220,0.929420,0
20140801 004624713,0.929230,0.929430,0
20140801 004645963,0.929220,0.929420,0
20140801 004650213,0.929210,0.929410,0
20140801 004651213,0.929200,0.929400,0
20140801 004651463,0.929210,0.929410,0
20140801 004657963,0.929200,0.929400,0
20140801 004658463,0.929220,0.929420,0
20140801 004658713,0.929210,0.929410,0
20140801 004658963,0.929220,0.929420,0
20140801 004659463,0.929210,0.929410,0
20140801 004701463,0.929220,0.929420,0
20140801 004701713,0.929210,0.929410,0
20140801 004719713,0.929200,0.929400,0
20140801 004720463,0.929210,0.929410,0
20140801 004720713,0.929200,0.929400,0
20140801 004721463,0.929210,0.929410,0
20140801 004723713,0.929220,0.929420,0
20140801 004723963,0.929230,0.929430,0
20140801 004724213,0.929240,0.929440,0
20140801 004724713,0.929230,0.929430,0
20140801 004725213,0.929240,0.929440,0
20140801 004725963,0.929230,0.929430,0
20140801 004727463,0.929240,0.929440,0
20140801 004727963,0.929200,0.929400,0
20140801 004728213,0.929230,0.929430,0
20140801 004729463,0.929220,0.929420,0
20140801 004729713,0.929190,0.929390,0
20140801 004735713,0.929180,0.929380,0
20140801 004736963,0.929190,0.929390,0
20140801 004749463,0.929200,0.929400,0
20140801 004758713,0.929240,0.929440,0
20140801 004758963,0.929250,0.929450,0
20140801 004800197,0.929290,0.929490,0
20140801 004808213,0.929280,0.929480,0
20140801 004814963,0.929290,0.929490,0
20140801 004815447,0.929320,0.929520,0
20140801 004815697,0.929350,0.929550,0
20140801 004816697,0.929360,0.929560,0
20140801 004816963,0.929350,0.929550,0
20140801 004825447,0.929360,0.929560,0
20140801 004825963,0.929380,0.929580,0
20140801 004826213,0.929390,0.929590,0
20140801 004826447,0.929400,0.929600,0
20140801 004826713,0.929460,0.929660,0
20140801 004826977,0.929480,0.929680,0
20140801 004827197,0.929470,0.929670,0
20140801 004827447,0.929440,0.929640,0
20140801 004827697,0.929470,0.929670,0
20140801 004828197,0.929480,0.929680,0
20140801 004828697,0.929470,0.929670,0
20140801 004829447,0.929480,0.929680,0
20140801 004829697,0.929470,0.929670,0
20140801 004829963,0.929440,0.929640,0
20140801 004830197,0.929430,0.929630,0
20140801 004830447,0.929460,0.929660,0
20140801 004830697,0.929440,0.929640,0
20140801 004830963,0.929410,0.929610,0
20140801 004831197,0.929380,0.929580,0
20140801 004831447,0.929350,0.929550,0
20140801 004845197,0.929330,0.929530,0
20140801 004845447,0.929290,0.929490,0
20140801 004845963,0.929280,0.929480,0
20140801 004858963,0.929290,0.929490,0
20140801 004859447,0.929280,0.929480,0
20140801 004911963,0.929290,0.929490,0
20140801 004920197,0.929280,0.929480,0
20140801 004920447,0.929290,0.929490,0
20140801 004928213,0.929280,0.929480,0
20140801 004928713,0.929290,0.929490,0
20140801 004938713,0.929280,0.929480,0
20140801 004939213,0.929290,0.929490,0
20140801 004950213,0.929280,0.929480,0
20140801 004957963,0.929290,0.929490,0
20140801 005012463,0.929280,0.929480,0
20140801 005012713,0.929290,0.929490,0
20140801 005021963,0.929280,0.929480,0
20140801 005022213,0.929290,0.929490,0
20140801 005058197,0.929280,0.929480,0
20140801 005100213,0.929290,0.929490,0
20140801 005100713,0.929280,0.929480,0
20140801 005101213,0.929290,0.929490,0
20140801 005102463,0.929280,0.929480,0
20140801 005102713,0.929290,0.929490,0
20140801 005103463,0.929280,0.929480,0
20140801 005118197,0.929270,0.929470,0
20140801 005118960,0.929280,0.929480,0
20140801 005119710,0.929270,0.929470,0
20140801 005119960,0.929280,0.929480,0
20140801 005120460,0.929270,0.929470,0
20140801 005120710,0.929280,0.929480,0
20140801 005121960,0.929270,0.929470,0
20140801 005122210,0.929280,0.929480,0
20140801 005122460,0.929270,0.929470,0
20140801 005122710,0.929280,0.929480,0
20140801 005123210,0.929270,0.929470,0
20140801 005128460,0.929260,0.929460,0
20140801 005129960,0.929270,0.929470,0
20140801 005130210,0.929260,0.929460,0
20140801 005131460,0.929270,0.929470,0
20140801 005131960,0.929260,0.929460,0
20140801 005132197,0.929270,0.929470,0
20140801 005132960,0.929260,0.929460,0
20140801 005139960,0.929240,0.929440,0
20140801 005140210,0.929260,0.929460,0
