TIME,MAX,MIN,OTHER
20140801 003059453,0.009715529,0.009713642,0
20140801 003059703,0.009715624,0.009713736,0
20140801 003103203,0.009715529,0.009713642,0
20140801 003103453,0.009715624,0.009713736,0
20140801 003105203,0.009715529,0.009713642,0
20140801 003116203,0.009715624,0.009713736,0
20140801 003116453,0.009715718,0.009713831,0
20140801 003116703,0.009715624,0.009713736,0
20140801 003121453,0.009715529,0.009713642,0
20140801 003121703,0.009715624,0.009713736,0
20140801 003123453,0.009715529,0.009713642,0
20140801 003123703,0.009715624,0.009713736,0
20140801 003124203,0.009715529,0.009713642,0
20140801 003125453,0.009715435,0.009713547,0
20140801 003125703,0.009715529,0.009713642,0
20140801 003125953,0.009715435,0.009713547,0
20140801 003126953,0.009715529,0.009713642,0
20140801 003127953,0.009715341,0.009713453,0
20140801 003128203,0.009715435,0.009713547,0
20140801 003128703,0.009715529,0.009713642,0
20140801 003128953,0.009715435,0.009713547,0
20140801 003130470,0.009715624,0.009713736,0
20140801 003131203,0.009715529,0.009713642,0
20140801 003131453,0.009715435,0.009713547,0
20140801 003132453,0.009715529,0.009713642,0
20140801 003133063,0.009715435,0.009713547,0
20140801 003133203,0.009715529,0.009713642,0
20140801 003134953,0.009715718,0.009713831,0
20140801 003136703,0.009715624,0.009713736,0
20140801 003136953,0.009715435,0.009713547,0
20140801 003137203,0.009715529,0.009713642,0
20140801 003137453,0.009715435,0.009713547,0
20140801 003137703,0.009715529,0.009713642,0
20140801 003137953,0.009715435,0.009713547,0
20140801 003145203,0.009715341,0.009713453,0
20140801 003145453,0.009715152,0.009713264,0
20140801 003150453,0.009715246,0.009713359,0
20140801 003153187,0.009715152,0.009713264,0
20140801 003157203,0.009715246,0.009713359,0
20140801 003157453,0.009715152,0.009713264,0
20140801 003158953,0.009715057,0.00971317,0
20140801 003200703,0.009714963,0.009713076,0
20140801 003203703,0.009715057,0.00971317,0
20140801 003207203,0.009715152,0.009713264,0
20140801 003208453,0.009715057,0.00971317,0
20140801 003218453,0.009715152,0.009713264,0
20140801 003221203,0.009715341,0.009713453,0
20140801 003222203,0.009715435,0.009713547,0
20140801 003222453,0.009715341,0.009713453,0
20140801 003222703,0.009715435,0.009713547,0
20140801 003222937,0.009715624,0.009713736,0
20140801 003223437,0.009715718,0.009713831,0
20140801 003223687,0.009715812,0.009713925,0
20140801 003225687,0.009715718,0.009713831,0
20140801 003227937,0.009715624,0.009713736,0
20140801 003228187,0.009715718,0.009713831,0
20140801 003228687,0.009715812,0.009713925,0
20140801 003233437,0.009715718,0.009713831,0
20140801 003239937,0.009715812,0.009713925,0
20140801 003241187,0.009715624,0.009713736,0
20140801 003241437,0.009715718,0.009713831,0
20140801 003242187,0.009715812,0.009713925,0
20140801 003251203,0.009715718,0.009713831,0
20140801 003257187,0.009715907,0.009714019,0
20140801 003257437,0.009716001,0.009714114,0
20140801 003257937,0.009715907,0.009714019,0
20140801 003258187,0.009716001,0.009714114,0
20140801 003258687,0.009715907,0.009714019,0
20140801 003259437,0.009716001,0.009714114,0
20140801 003259937,0.009716096,0.009714208,0
20140801 003308437,0.009716001,0.009714114,0
20140801 003309937,0.009715907,0.009714019,0
20140801 003313187,0.009715812,0.009713925,0
20140801 003313437,0.009715246,0.009713359,0
20140801 003313687,0.009715341,0.009713453,0
20140801 003314687,0.009715246,0.009713359,0
20140801 003314937,0.009715152,0.009713264,0
20140801 003324687,0.009715341,0.009713453,0
20140801 003324937,0.009715435,0.009713547,0
20140801 003325437,0.009715341,0.009713453,0
20140801 003327937,0.009715435,0.009713547,0
20140801 003328187,0.009715718,0.009713831,0
20140801 003328437,0.009715624,0.009713736,0
20140801 003328937,0.009715529,0.009713642,0
20140801 003329187,0.009715341,0.009713453,0
20140801 003331687,0.009715435,0.009713547,0
20140801 003331937,0.009715718,0.009713831,0
20140801 003332437,0.009715812,0.009713925,0
20140801 003332687,0.009715907,0.009714019,0
20140801 003339937,0.009715812,0.009713925,0
20140801 003340187,0.009715624,0.009713736,0
20140801 003340437,0.009715435,0.009713547,0
20140801 003340687,0.009715529,0.009713642,0
20140801 003340937,0.009715435,0.009713547,0
20140801 003341687,0.009715341,0.009713453,0
20140801 003341937,0.009715435,0.009713547,0
20140801 003348437,0.009715529,0.009713642,0
20140801 003348687,0.009715718,0.009713831,0
20140801 003349187,0.009715529,0.009713642,0
20140801 003349437,0.009715435,0.009713547,0
20140801 003410203,0.009715246,0.009713359,0
20140801 003410687,0.009715341,0.009713453,0
20140801 003410937,0.009715246,0.009713359,0
20140801 003411437,0.009715152,0.009713264,0
20140801 003411687,0.009715057,0.00971317,0
20140801 003414203,0.009714869,0.009712981,0
20140801 003414437,0.009714774,0.009712887,0
20140801 003415187,0.00971468,0.009712793,0
20140801 003415437,0.009714774,0.009712887,0
20140801 003415687,0.009714585,0.009712698,0
20140801 003418687,0.00971468,0.009712793,0
20140801 003418937,0.009714491,0.009712604,0
20140801 003419187,0.009714397,0.00971251,0
20140801 003419437,0.009714491,0.009712604,0
20140801 003423687,0.009714585,0.009712698,0
20140801 003426687,0.009714491,0.009712604,0
20140801 003428937,0.009714208,0.009712321,0
20140801 003429187,0.009714302,0.009712415,0
20140801 003429437,0.009714491,0.009712604,0
20140801 003429687,0.00971468,0.009712793,0
20140801 003430187,0.009714774,0.009712887,0
20140801 003452203,0.00971468,0.009712793,0
20140801 003457703,0.009714774,0.009712887,0
20140801 003458203,0.009714869,0.009712981,0
20140801 003458453,0.009714774,0.009712887,0
20140801 003500953,0.00971468,0.009712793,0
20140801 003501203,0.009714774,0.009712887,0
20140801 003503703,0.009714585,0.009712698,0
20140801 003503953,0.009714491,0.009712604,0
20140801 003508203,0.00971468,0.009712793,0
20140801 003508703,0.009714774,0.009712887,0
20140801 003513703,0.009715246,0.009713359,0
20140801 003514203,0.009714869,0.009712981,0
20140801 003514703,0.009714774,0.009712887,0
20140801 003514953,0.00971468,0.009712793,0
20140801 003516203,0.009714774,0.009712887,0
20140801 003523703,0.009714869,0.009712981,0
20140801 003549687,0.009714963,0.009713076,0
20140801 003549937,0.009714869,0.009712981,0
20140801 003612953,0.009714963,0.009713076,0
20140801 003617703,0.009714869,0.009712981,0
20140801 003618703,0.009714774,0.009712887,0
20140801 003623703,0.009714869,0.009712981,0
20140801 003632703,0.009714774,0.009712887,0
20140801 003729467,0.009714869,0.009712981,0
20140801 003738467,0.009714774,0.009712887,0
20140801 003743717,0.009714869,0.009712981,0
20140801 003747467,0.009714774,0.009712887,0
20140801 003748717,0.009714869,0.009712981,0
20140801 003752217,0.009714774,0.009712887,0
20140801 003752717,0.009714869,0.009712981,0
20140801 003800217,0.009714963,0.009713076,0
20140801 003801717,0.009714869,0.009712981,0
20140801 003802717,0.009714963,0.009713076,0
20140801 003816217,0.009715057,0.00971317,0
20140801 003819217,0.009714963,0.009713076,0
20140801 003819467,0.009715057,0.00971317,0
20140801 003822967,0.009714963,0.009713076,0
20140801 003823967,0.009714869,0.009712981,0
20140801 003826717,0.009714774,0.009712887,0
20140801 003826967,0.009714869,0.009712981,0
20140801 003830217,0.00971468,0.009712793,0
20140801 003830717,0.009714774,0.009712887,0
20140801 003831967,0.00971468,0.009712793,0
20140801 003832217,0.009714491,0.009712604,0
20140801 003832467,0.009714397,0.00971251,0
20140801 003832967,0.009714491,0.009712604,0
20140801 003835717,0.009714585,0.009712698,0
20140801 003836467,0.009714491,0.009712604,0
20140801 003836717,0.009714585,0.009712698,0
20140801 003837717,0.009714491,0.009712604,0
20140801 003838967,0.009714585,0.009712698,0
20140801 003839717,0.009714491,0.009712604,0
20140801 003857217,0.00971468,0.009712793,0
20140801 003857467,0.009714869,0.009712981,0
20140801 003900967,0.009714774,0.009712887,0
20140801 003911700,0.009714585,0.009712698,0
20140801 003911967,0.009714491,0.009712604,0
20140801 003913450,0.009714397,0.00971251,0
20140801 003914450,0.009714491,0.009712604,0
20140801 003914700,0.009714397,0.00971251,0
20140801 003914967,0.009714491,0.009712604,0
20140801 003924967,0.009714397,0.00971251,0
20140801 003925967,0.009714491,0.009712604,0
20140801 003926200,0.009714397,0.00971251,0
20140801 003930450,0.009714491,0.009712604,0
20140801 003953200,0.009714585,0.009712698,0
20140801 003953450,0.00971468,0.009712793,0
20140801 003954450,0.009714774,0.009712887,0
20140801 003954700,0.009714869,0.009712981,0
20140801 004000200,0.00971468,0.009712793,0
20140801 004000450,0.009714869,0.009712981,0
20140801 004000967,0.009715152,0.009713264,0
20140801 004002967,0.009715057,0.00971317,0
20140801 004005700,0.009714963,0.009713076,0
20140801 004014450,0.009715057,0.00971317,0
20140801 004020450,0.009715152,0.009713264,0
20140801 004020700,0.009715435,0.009713547,0
20140801 004020967,0.009715341,0.009713453,0
20140801 004024700,0.009715246,0.009713359,0
20140801 004025967,0.009715341,0.009713453,0
20140801 004028200,0.009715435,0.009713547,0
20140801 004041717,0.009715529,0.009713642,0
20140801 004041967,0.009715435,0.009713547,0
20140801 004042217,0.009715624,0.009713736,0
