TIME,MIN,MAX,OTHER
20140801 004236700,0.849730,0.850030,0
20140801 004237467,0.849710,0.850010,0
20140801 004237717,0.849730,0.850030,0
20140801 004241217,0.849740,0.850040,0
20140801 004249467,0.849750,0.850050,0
20140801 004249700,0.849740,0.850040,0
20140801 004250717,0.849730,0.850030,0
20140801 004250967,0.849740,0.850040,0
20140801 004254467,0.849750,0.850050,0
20140801 004254717,0.849740,0.850040,0
20140801 004255217,0.849750,0.850050,0
20140801 004255467,0.849740,0.850040,0
20140801 004258717,0.849750,0.850050,0
20140801 004259467,0.849740,0.850040,0
20140801 004302467,0.849750,0.850050,0
20140801 004307717,0.849760,0.850060,0
20140801 004309717,0.849750,0.850050,0
20140801 004310967,0.849740,0.850040,0
20140801 004311217,0.849750,0.850050,0
20140801 004311717,0.849740,0.850040,0
20140801 004312717,0.849730,0.850030,0
20140801 004312967,0.849740,0.850040,0
20140801 004314700,0.849720,0.850020,0
20140801 004315217,0.849730,0.850030,0
20140801 004315467,0.849720,0.850020,0
20140801 004315717,0.849730,0.850030,0
20140801 004315967,0.849720,0.850020,0
20140801 004316217,0.849730,0.850030,0
20140801 004322717,0.849740,0.850040,0
20140801 004324713,0.849730,0.850030,0
20140801 004324963,0.849740,0.850040,0
20140801 004327713,0.849750,0.850050,0
20140801 004329213,0.849770,0.850070,0
20140801 004330213,0.849780,0.850080,0
20140801 004340213,0.849770,0.850070,0
20140801 004341213,0.849780,0.850080,0
20140801 004343713,0.849760,0.850060,0
20140801 004400963,0.849750,0.850050,0
20140801 004401463,0.849760,0.850060,0
20140801 004404213,0.849770,0.850070,0
20140801 004410963,0.849760,0.850060,0
20140801 004426213,0.849770,0.850070,0
20140801 004428213,0.849760,0.850060,0
20140801 004501463,0.849770,0.850070,0
20140801 004508213,0.849760,0.850060,0
20140801 004512213,0.849750,0.850050,0
20140801 004517713,0.849740,0.850040,0
20140801 004517963,0.849750,0.850050,0
20140801 004524197,0.849760,0.850060,0
20140801 004530963,0.849750,0.850050,0
20140801 004531213,0.849740,0.850040,0
20140801 004531463,0.849750,0.850050,0
20140801 004554963,0.849740,0.850040,0
20140801 004557213,0.849760,0.850060,0
20140801 004557463,0.849770,0.850070,0
20140801 004557713,0.849740,0.850040,0
20140801 004558463,0.849750,0.850050,0
20140801 004558713,0.849730,0.850030,0
20140801 004604213,0.849740,0.850040,0
20140801 004604463,0.849750,0.850050,0
20140801 004604713,0.849760,0.850060,0
20140801 004605963,0.849750,0.850050,0
20140801 004614463,0.849760,0.850060,0
20140801 004614713,0.849750,0.850050,0
20140801 004630213,0.849760,0.850060,0
20140801 004630713,0.849780,0.850080,0
20140801 004630963,0.849770,0.850070,0
20140801 004631963,0.849780,0.850080,0
20140801 004632213,0.849770,0.850070,0
20140801 004632713,0.849750,0.850050,0
20140801 004632963,0.849760,0.850060,0
20140801 004633197,0.849750,0.850050,0
20140801 004634713,0.849740,0.850040,0
20140801 004634963,0.849750,0.850050,0
20140801 004635463,0.849730,0.850030,0
20140801 004635713,0.849740,0.850040,0
20140801 004635963,0.849730,0.850030,0
20140801 004636213,0.849740,0.850040,0
20140801 004638213,0.849750,0.850050,0
20140801 004638463,0.849740,0.850040,0
20140801 004638713,0.849730,0.850030,0
20140801 004638963,0.849740,0.850040,0
20140801 004639213,0.849750,0.850050,0
20140801 004640463,0.849740,0.850040,0
20140801 004641963,0.849730,0.850030,0
20140801 004642213,0.849740,0.850040,0
20140801 004644713,0.849750,0.850050,0
20140801 004645197,0.849740,0.850040,0
20140801 004645463,0.849750,0.850050,0
20140801 004645697,0.849740,0.850040,0
20140801 004647713,0.849730,0.850030,0
20140801 004647963,0.849740,0.850040,0
20140801 004648213,0.849730,0.850030,0
20140801 004649713,0.849740,0.850040,0
20140801 004650713,0.849760,0.850060,0
20140801 004656713,0.849770,0.850070,0
20140801 004658713,0.849760,0.850060,0
20140801 004704213,0.849770,0.850070,0
20140801 004704963,0.849780,0.850080,0
20140801 004708963,0.849770,0.850070,0
20140801 004712963,0.849780,0.850080,0
20140801 004713963,0.849770,0.850070,0
20140801 004716963,0.849780,0.850080,0
20140801 004725713,0.849770,0.850070,0
20140801 004726213,0.849780,0.850080,0
20140801 004726963,0.849770,0.850070,0
20140801 004728963,0.849780,0.850080,0
20140801 004729463,0.849770,0.850070,0
20140801 004729713,0.849780,0.850080,0
20140801 004755463,0.849810,0.850110,0
20140801 004759197,0.849800,0.850100,0
20140801 004759963,0.849810,0.850110,0
20140801 004803963,0.849800,0.850100,0
20140801 004807447,0.849810,0.850110,0
20140801 004815697,0.849820,0.850120,0
20140801 004815963,0.849810,0.850110,0
20140801 004816197,0.849820,0.850120,0
20140801 004819697,0.849810,0.850110,0
20140801 004820447,0.849820,0.850120,0
20140801 004825197,0.849800,0.850100,0
20140801 004826447,0.849820,0.850120,0
20140801 004826713,0.849890,0.850190,0
20140801 004826977,0.849910,0.850210,0
20140801 004827197,0.849900,0.850200,0
20140801 004827447,0.849890,0.850190,0
20140801 004831447,0.849880,0.850180,0
